@relation semantic-similarity

@attribute paragraphVec REAL
@attribute qGram	REAL
@attribute combinedOntologyMethod	REAL
@attribute class	REAL

@data
0.8433306092403589,0.5104166269302368,0.484297027,4.0
0.7777945273467922,0.3501945734024048,0.2605503382,3.0
0.613159196073324,0.2429378628730774,0.1901063981,2.4
0.877335769081198,0.42344045639038086,0.3543028277,3.6
0.8646339586987613,0.3854748606681824,0.3320792474,3.2
0.7878352638933687,0.3275434374809265,0.2130332997,3.4
0.6269290730359367,0.13289034366607666,0.2135127784,1.6
0.7813028798566044,0.3054545521736145,0.3830853914,3.0
0.5914289333880964,0.17966902256011963,0.2402415415,1.4
0.7466930236056153,0.2808716893196106,0.3322299009,3.0
0.7456407254103063,0.3785046935081482,0.3816593731,3.2
0.6509511767229227,0.12837839126586914,0.126566624,0.8
0.8165312352680263,0.20645159482955933,0.3137020713,2.6
0.6984052906577725,0.3551912307739258,0.3362811513,2.2
0.9037527457476705,0.3863636255264282,0.3716247419,2.8
0.8004864216944915,0.4375,0.2903895198,3.6
0.8200718909173198,0.3172042965888977,0.4925397597,2.8
0.7022328710729053,0.2186495065689087,0.1804348798,1.4
0.8001421953540753,0.46105921268463135,0.3599851815,3.0
0.872287755625371,0.3155555725097656,0.3976355464,2.0
0.8140865294965017,0.29729729890823364,0.2415684658,2.8
0.7755532999415827,0.12173914909362793,0.074676839,0.8
0.7703750035850153,0.4091954231262207,0.4112466244,3.2
0.62786813390822,0.2965116500854492,0.2007881229,2.0
0.7846202433155957,0.28333336114883423,0.3390871445,3.2
0.7241953489118191,0.2042253613471985,0.2831101661,1.6
0.5187646602676514,0.4079601764678955,0.4666208313,2.4
0.8513170289531422,0.16393440961837769,0.3966194828,3.4
0.8029693940051278,0.35326087474823,0.2813492111,3.0
0.7725481760419525,0.260869562625885,0.2744401063,4.0
0.9071461672675543,0.28717947006225586,0.4966073659,4.0
0.8524518484734186,0.40143370628356934,0.5421721144,3.6
0.7997681179007442,0.26744186878204346,0.5350315204,3.4
0.8195942305852277,0.09890109300613403,0.1400125013,3.0
0.8086963704064281,0.24000000953674316,0.3972420638,1.6
0.9119326757425423,0.5472972989082336,0.5145464733,3.8
0.8374815682295403,0.421364963054657,0.3448120523,3.4
0.6914042349911821,0.25,0.2468640905,2.0
0.7984485123055609,0.3481781482696533,0.4331856598,3.8
0.8415446553270659,0.5449438095092773,0.4846538671,3.2
0.557805843471152,0.15068495273590088,0.1336257208,2.0
